IsPanel	Description	Gene	Lookup_Transcript	Reported_Transcript
0	NA	RIPPLY1	NM_138382.2	NM_138382
0	NA	RIPPLY2	NM_001009994.2	NM_001009994
0	NA	RIT2	NM_002930.3	NM_002930
0	NA	RLBP1	NM_000326.4	NM_000326
0	NA	RLF	NM_012421.3	NM_012421
0	NA	RLIM	NM_016120.3	NM_016120
0	NA	RLN1	NM_006911.3	NM_006911
0	NA	RLN2	NM_134441.2	NM_134441
0	NA	RLN3	NM_080864.2	NM_080864
0	NA	RLTPR	NM_001013838.1	NM_001013838
0	NA	RMI1	NM_024945.2	NM_024945
0	NA	RMI2	NM_152308.1	NM_152308
0	NA	RMND1	NM_017909.3	NM_017909
0	NA	RMND5A	NM_022780.3	NM_022780
0	NA	RMND5B	NM_022762.3	NM_022762
0	NA	RNASE1	NM_002933.4	NM_002933
0	NA	RNASE10	NM_001012975.1	NM_001012975
0	NA	RNASE11	NM_145250.3	NM_145250
0	NA	RNASE12	NM_001024822.2	NM_001024822
0	NA	RNASE13	NM_001012264.3	NM_001012264
0	NA	RNASE2	NM_002934.2	NM_002934
0	NA	RNASE3	NM_002935.2	NM_002935
0	NA	RNASE4	NM_194431.1	NM_194431
0	NA	RNASE6	NM_005615.4	NM_005615
0	NA	RNASE7	NM_032572.3	NM_032572
0	NA	RNASE8	NM_138331.1	NM_138331
0	NA	RNASE9	NM_001001673.3	NM_001001673
0	NA	RNASEH1	NM_002936.3	NM_002936
0	NA	RNASEH2A	NM_006397.2	NM_006397
0	NA	RNASEH2B	NM_024570.3	NM_024570
0	NA	RNASEH2C	NM_032193.3	NM_032193
0	NA	RNASEK	NM_001004333.4	NM_001004333
0	NA	RNASEL	NM_021133.3	NM_021133
0	NA	RNASET2	NM_003730.4	NM_003730
0	NA	RND1	NM_014470.3	NM_014470
0	NA	RND2	NM_005440.4	NM_005440
0	NA	RND3	NM_001254738.1	NM_001254738
0	NA	RNF10	NM_014868.4	NM_014868
0	NA	RNF103	NM_001198951.1	NM_001198951
0	NA	RNF11	NM_014372.4	NM_014372
0	NA	RNF111	NM_017610.7	NM_017610
0	NA	RNF112	NM_007148.4	NM_007148
0	NA	RNF113A	NM_006978.2	NM_006978
0	NA	RNF113B	NM_178861.4	NM_178861
0	NA	RNF114	NM_018683.3	NM_018683
0	NA	RNF115	NM_014455.3	NM_014455
0	NA	RNF121	NM_018320.4	NM_018320
0	NA	RNF122	NM_024787.3	NM_024787
0	NA	RNF123	NM_022064.3	NM_022064
0	NA	RNF125	NM_017831.3	NM_017831
0	NA	RNF126	NM_194460.2	NM_194460
0	NA	RNF128	NM_194463.1	NM_194463
0	NA	RNF13	NM_183381.2	NM_183381
0	NA	RNF130	NM_018434.5	NM_018434
0	NA	RNF133	NM_139175.1	NM_139175
0	NA	RNF135	NM_032322.3	NM_032322
0	NA	RNF138	NM_001191324.1	NM_001191324
0	NA	RNF139	NM_007218.3	NM_007218
0	NA	RNF14	NM_183400.2	NM_183400
0	NA	RNF141	NM_016422.3	NM_016422
0	NA	RNF144A	NM_014746.3	NM_014746
0	NA	RNF144B	NM_182757.3	NM_182757
0	NA	RNF145	NM_144726.2	NM_144726
0	NA	RNF146	NM_001242851.1	NM_001242851
0	NA	RNF148	NM_198085.1	NM_198085
0	NA	RNF149	NM_173647.3	NM_173647
0	NA	RNF150	NM_020724.1	NM_020724
0	NA	RNF151	NM_174903.4	NM_174903
0	NA	RNF152	NM_173557.2	NM_173557
0	NA	RNF157	NM_052916.2	NM_052916
0	NA	RNF165	NM_152470.2	NM_152470
0	NA	RNF166	NM_178841.3	NM_178841
0	NA	RNF167	NM_015528.1	NM_015528
0	NA	RNF168	NM_152617.3	NM_152617
0	NA	RNF169	NM_001098638.1	NM_001098638
0	NA	RNF17	NM_031277.2	NM_031277
0	NA	RNF170	NM_030954.3	NM_030954
0	NA	RNF175	NM_173662.2	NM_173662
0	NA	RNF180	NM_001113561.1	NM_001113561
0	NA	RNF181	NM_016494.3	NM_016494
0	NA	RNF182	NM_001165033.1	NM_001165033
0	NA	RNF183	NM_145051.3	NM_145051
0	NA	RNF185	NM_152267.3	NM_152267
0	NA	RNF186	NM_019062.1	NM_019062
0	NA	RNF187	NM_001010858.2	NM_001010858
0	NA	RNF19A	NM_015435.4	NM_015435
0	NA	RNF19B	NM_153341.2	NM_153341
0	NA	RNF2	NM_007212.3	NM_007212
0	NA	RNF20	NM_019592.6	NM_019592
0	NA	RNF207	NM_207396.2	NM_207396
0	NA	RNF208	NM_031297.4	NM_031297
0	NA	RNF212	NM_001131034.3	NM_001131034
0	NA	RNF214	NM_207343.3	NM_207343
0	NA	RNF215	NM_001017981.1	NM_001017981
0	NA	RNF216	NM_207111.3	NM_207111
0	NA	RNF217	NM_152553.2	NM_152553
0	NA	RNF219	NM_024546.3	NM_024546
0	NA	RNF220	NM_018150.2	NM_018150
0	NA	RNF222	NM_001146684.2	NM_001146684
0	NA	RNF223	NM_001205252.1	NM_001205252
0	NA	RNF224	NM_001190228.1	NM_001190228
0	NA	RNF24	NM_001134338.1	NM_001134338
0	NA	RNF25	NM_022453.2	NM_022453
0	NA	RNF26	NM_032015.4	NM_032015
0	NA	RNF31	NM_017999.4	NM_017999
0	NA	RNF32	NM_001184997.1	NM_001184997
0	NA	RNF34	NM_025126.3	NM_025126
0	NA	RNF38	NM_022781.4	NM_022781
0	NA	RNF39	NM_025236.3	NM_025236
0	NA	RNF4	NM_002938.4	NM_002938
0	NA	RNF40	NM_014771.3	NM_014771
0	NA	RNF41	NM_194359.2	NM_194359
0	NA	RNF44	NM_014901.4	NM_014901
0	NA	RNF5	NM_006913.3	NM_006913
0	NA	RNF6	NM_005977.3	NM_005977
0	NA	RNF7	NM_014245.4	NM_014245
0	NA	RNF8	NM_003958.3	NM_003958
0	NA	RNFT1	NM_016125.3	NM_016125
0	NA	RNFT2	NM_001109903.1	NM_001109903
0	NA	RNGTT	NM_003800.3	NM_003800
0	NA	RNH1	NM_203384.1	NM_203384
0	NA	RNLS	NM_001031709.2	NM_001031709
0	NA	RNMT	NM_003799.1	NM_003799
0	NA	RNMTL1	NM_018146.2	NM_018146
0	NA	RNPC3	NM_017619.3	NM_017619
0	NA	RNPEP	NM_020216.3	NM_020216
0	NA	RNPEPL1	NM_018226.4	NM_018226
0	NA	RNPS1	NM_006711.3	NM_006711
0	NA	ROBO1	NM_002941.3	NM_002941
0	NA	ROBO2	NM_002942.4	NM_002942
0	NA	ROBO3	NM_022370.3	NM_022370
0	NA	ROBO4	NM_019055.5	NM_019055
0	NA	ROCK1	NM_005406.2	NM_005406
0	NA	ROCK2	NM_004850.3	NM_004850
0	NA	ROGDI	NM_024589.2	NM_024589
0	NA	ROM1	NM_000327.3	NM_000327
0	NA	ROMO1	NM_080748.2	NM_080748
0	NA	ROPN1	NM_017578.2	NM_017578
0	NA	ROPN1B	NM_001012337.1	NM_001012337
0	NA	ROPN1L	NM_001201466.1	NM_001201466
0	NA	ROR1	NM_005012.3	NM_005012
0	NA	ROR2	NM_004560.3	NM_004560
0	NA	RORA	NM_134260.2	NM_134260
0	NA	RORB	NM_006914.3	NM_006914
0	NA	RORC	NM_005060.3	NM_005060
0	NA	RP1	NM_006269.1	NM_006269
0	NA	RP1L1	NM_178857.5	NM_178857
0	NA	RP2	NM_006915.2	NM_006915
0	NA	RP9	NM_203288.1	NM_203288
0	NA	RPA1	NM_002945.3	NM_002945
0	NA	RPA2	NM_002946.3	NM_002946
0	NA	RPA3	NM_002947.3	NM_002947
0	NA	RPA4	NM_013347.4	NM_013347
0	NA	RPAIN	NM_001160243.1	NM_001160243
0	NA	RPAP1	NM_015540.2	NM_015540
0	NA	RPAP2	NM_024813.2	NM_024813
0	NA	RPAP3	NM_024604.2	NM_024604
0	NA	RPE	NM_199229.2	NM_199229
0	NA	RPE65	NM_000329.2	NM_000329
0	NA	RPF1	NM_025065.6	NM_025065
0	NA	RPF2	NM_032194.1	NM_032194
0	NA	RPGR	NM_001034853.1	NM_001034853
0	NA	RPGRIP1	NM_020366.3	NM_020366
0	NA	RPGRIP1L	NM_015272.2	NM_015272
0	NA	RPH3A	NM_001143854.1	NM_001143854
0	NA	RPH3AL	NM_001190411.1	NM_001190411
0	NA	RPIA	NM_144563.2	NM_144563
0	NA	RPL10	NM_006013.3	NM_006013
0	NA	RPL10A	NM_007104.4	NM_007104
0	NA	RPL10L	NM_080746.2	NM_080746
0	NA	RPL11	NM_000975.3	NM_000975
0	NA	RPL12	NM_000976.3	NM_000976
0	NA	RPL13	NM_000977.3	NM_000977
0	NA	RPL13A	NM_012423.3	NM_012423
0	NA	RPL14	NM_003973.4	NM_003973
0	NA	RPL15	NM_001253383.1	NM_001253383
0	NA	RPL17-C18ORF32	NM_001199355.1	NM_001199355
0	NA	RPL18	NM_000979.3	NM_000979
0	NA	RPL18A	NM_000980.3	NM_000980
0	NA	RPL19	NM_000981.3	NM_000981
0	NA	RPL21	NM_000982.3	NM_000982
0	NA	RPL22	NM_000983.3	NM_000983
0	NA	RPL22L1	NM_001099645.1	NM_001099645
0	NA	RPL23	NM_000978.3	NM_000978
0	NA	RPL23A	NM_000984.5	NM_000984
0	NA	RPL24	NM_000986.3	NM_000986
0	NA	RPL26	NM_000987.3	NM_000987
0	NA	RPL26L1	NM_016093.2	NM_016093
0	NA	RPL27	NM_000988.3	NM_000988
0	NA	RPL27A	NM_000990.4	NM_000990
0	NA	RPL28	NM_001136134.1	NM_001136134
0	NA	RPL29	NM_000992.2	NM_000992
0	NA	RPL3	NM_000967.3	NM_000967
0	NA	RPL30	NM_000989.3	NM_000989
0	NA	RPL31	NM_001098577.2	NM_001098577
0	NA	RPL32	NM_001007074.1	NM_001007074
0	NA	RPL34	NM_000995.3	NM_000995
0	NA	RPL35	NM_007209.3	NM_007209
0	NA	RPL35A	NM_000996.2	NM_000996
0	NA	RPL36	NM_033643.2	NM_033643
0	NA	RPL36A-HNRNPH2	NM_001199974.1	NM_001199974
0	NA	RPL36AL	NM_001001.4	NM_001001
0	NA	RPL37	NM_000997.4	NM_000997
0	NA	RPL37A	NM_000998.4	NM_000998
0	NA	RPL38	NM_001035258.1	NM_001035258
0	NA	RPL39	NM_001000.3	NM_001000
0	NA	RPL39L	NM_052969.1	NM_052969
0	NA	RPL3L	NM_005061.2	NM_005061
0	NA	RPL4	NM_000968.3	NM_000968
0	NA	RPL41	NM_001035267.1	NM_001035267
0	NA	RPL5	NM_000969.3	NM_000969
0	NA	RPL6	NM_000970.3	NM_000970
0	NA	RPL7	NM_000971.3	NM_000971
0	NA	RPL7A	NM_000972.2	NM_000972
0	NA	RPL7L1	NM_198486.2	NM_198486
0	NA	RPL8	NM_000973.3	NM_000973
0	NA	RPL9	NM_001024921.2	NM_001024921
0	NA	RPLP0	NM_001002.3	NM_001002
0	NA	RPLP1	NM_001003.2	NM_001003
0	NA	RPLP2	NM_001004.3	NM_001004
0	NA	RPN1	NM_002950.3	NM_002950
0	NA	RPN2	NM_002951.3	NM_002951
0	NA	RPP14	NM_007042.4	NM_007042
0	NA	RPP25	NM_017793.2	NM_017793
0	NA	RPP30	NM_001104546.1	NM_001104546
0	NA	RPP38	NM_006414.4	NM_006414
0	NA	RPP40	NM_006638.2	NM_006638
0	NA	RPRD1A	NM_018170.3	NM_018170
0	NA	RPRD1B	NM_021215.3	NM_021215
0	NA	RPRD2	NM_015203.3	NM_015203
0	NA	RPRM	NM_019845.2	NM_019845
0	NA	RPRML	NM_203400.4	NM_203400
0	NA	RPS10-NUDT3	NM_001202470.2	NM_001202470
0	NA	RPS11	NM_001015.4	NM_001015
0	NA	RPS12	NM_001016.3	NM_001016
0	NA	RPS13	NM_001017.2	NM_001017
0	NA	RPS14	NM_001025070.1	NM_001025070
0	NA	RPS15	NM_001018.3	NM_001018
0	NA	RPS15A	NM_001030009.1	NM_001030009
0	NA	RPS16	NM_001020.4	NM_001020
0	NA	RPS17L	NM_001199057.1	NM_001199057
0	NA	RPS18	NM_022551.2	NM_022551
0	NA	RPS19	NM_001022.3	NM_001022
0	NA	RPS19BP1	NM_194326.2	NM_194326
0	NA	RPS2	NM_002952.3	NM_002952
0	NA	RPS20	NM_001146227.1	NM_001146227
0	NA	RPS21	NM_001024.3	NM_001024
0	NA	RPS23	NM_001025.4	NM_001025
0	NA	RPS24	NM_001142285.1	NM_001142285
0	NA	RPS25	NM_001028.2	NM_001028
0	NA	RPS26	NM_001029.3	NM_001029
0	NA	RPS27	NM_001030.4	NM_001030
0	NA	RPS27A	NM_001135592.2	NM_001135592
0	NA	RPS27L	NM_015920.3	NM_015920
0	NA	RPS28	NM_001031.4	NM_001031
0	NA	RPS29	NM_001030001.2	NM_001030001
0	NA	RPS3	NM_001005.4	NM_001005
0	NA	RPS3A	NM_001006.4	NM_001006
0	NA	RPS4X	NM_001007.4	NM_001007
0	NA	RPS4Y1	NM_001008.3	NM_001008
0	NA	RPS4Y2	NM_001039567.2	NM_001039567
0	NA	RPS5	NM_001009.3	NM_001009
0	NA	RPS6	NM_001010.2	NM_001010
0	NA	RPS6KA1	NM_001006665.1	NM_001006665
0	NA	RPS6KA2	NM_001006932.1	NM_001006932
0	NA	RPS6KA3	NM_004586.2	NM_004586
0	NA	RPS6KA5	NM_004755.2	NM_004755
0	NA	RPS6KA6	NM_014496.4	NM_014496
0	NA	RPS6KB1	NM_003161.3	NM_003161
0	NA	RPS6KC1	NM_012424.3	NM_012424
0	NA	RPS6KL1	NM_031464.4	NM_031464
0	NA	RPS7	NM_001011.3	NM_001011
0	NA	RPS8	NM_001012.1	NM_001012
0	NA	RPS9	NM_001013.3	NM_001013
0	NA	RPSA	NM_002295.4	NM_002295
0	NA	RPTN	NM_001122965.1	NM_001122965
0	NA	RPUSD1	NM_058192.2	NM_058192
0	NA	RPUSD2	NM_152260.1	NM_152260
0	NA	RPUSD3	NM_173659.3	NM_173659
0	NA	RPUSD4	NM_032795.2	NM_032795
0	NA	RQCD1	NM_005444.2	NM_005444
0	NA	RRAD	NM_004165.2	NM_004165
0	NA	RRAGA	NM_006570.4	NM_006570
0	NA	RRAGB	NM_016656.3	NM_016656
0	NA	RRAGD	NM_021244.4	NM_021244
0	NA	RRBP1	NM_004587.2	NM_004587
0	NA	RREB1	NM_001003699.3	NM_001003699
0	NA	RRH	NM_006583.2	NM_006583
0	NA	RRM1	NM_001033.3	NM_001033
0	NA	RRM2	NM_001034.3	NM_001034
0	NA	RRM2B	NM_001172477.1	NM_001172477
0	NA	RRN3	NM_018427.3	NM_018427
0	NA	RRNAD1	NM_015997.3	NM_015997
0	NA	RRP1	NM_003683.5	NM_003683
0	NA	RRP12	NM_015179.3	NM_015179
0	NA	RRP15	NM_016052.3	NM_016052
0	NA	RRP1B	NM_015056.2	NM_015056
0	NA	RRP36	NM_033112.2	NM_033112
0	NA	RRP7A	NM_015703.4	NM_015703
0	NA	RRP8	NM_015324.3	NM_015324
0	NA	RRP9	NM_004704.4	NM_004704
0	NA	RRS1	NM_015169.3	NM_015169
0	NA	RS1	NM_000330.3	NM_000330
0	NA	RSAD1	NM_018346.1	NM_018346
0	NA	RSAD2	NM_080657.4	NM_080657
0	NA	RSBN1	NM_018364.3	NM_018364
0	NA	RSBN1L	NM_198467.2	NM_198467
0	NA	RSC1A1	NM_006511.1	NM_006511
0	NA	RSF1	NM_016578.3	NM_016578
0	NA	RSG1	NM_030907.3	NM_030907
0	NA	RSL1D1	NM_015659.2	NM_015659
0	NA	RSL24D1	NM_016304.2	NM_016304
0	NA	RSPH1	NM_080860.2	NM_080860
0	NA	RSPH10B	NM_173565.3	NM_173565
0	NA	RSPH3	NM_031924.4	NM_031924
0	NA	RSPH4A	NM_001010892.2	NM_001010892
0	NA	RSPH6A	NM_030785.3	NM_030785
0	NA	RSPH9	NM_152732.4	NM_152732
0	NA	RSPO1	NM_001242908.1	NM_001242908
0	NA	RSPO2	NM_178565.4	NM_178565
0	NA	RSPO3	NM_032784.4	NM_032784
0	NA	RSPO4	NM_001029871.3	NM_001029871
0	NA	RSPRY1	NM_133368.1	NM_133368
0	NA	RSRC1	NM_016625.3	NM_016625
0	NA	RSRC2	NM_023012.5	NM_023012
0	NA	RSU1	NM_012425.3	NM_012425
0	NA	RTBDN	NM_031429.2	NM_031429
0	NA	RTDR1	NM_014433.2	NM_014433
0	NA	RTF1	NM_015138.4	NM_015138
0	NA	RTKN	NM_001015055.1	NM_001015055
0	NA	RTKN2	NM_145307.2	NM_145307
0	NA	RTL1	NM_001134888.2	NM_001134888
0	NA	RTN1	NM_021136.2	NM_021136
0	NA	RTN2	NM_206900.2	NM_206900
0	NA	RTN3	NM_201428.2	NM_201428
0	NA	RTN4	NM_020532.4	NM_020532
0	NA	RTN4IP1	NM_032730.4	NM_032730
0	NA	RTN4R	NM_023004.5	NM_023004
0	NA	RTN4RL1	NM_178568.2	NM_178568
0	NA	RTN4RL2	NM_178570.2	NM_178570
0	NA	RTP1	NM_153708.2	NM_153708
0	NA	RTP2	NM_001004312.2	NM_001004312
0	NA	RTP3	NM_031440.1	NM_031440
0	NA	RTP4	NM_022147.2	NM_022147
0	NA	RTTN	NM_173630.3	NM_173630
0	NA	RUFY1	NM_025158.4	NM_025158
0	NA	RUFY2	NM_017987.4	NM_017987
0	NA	RUFY3	NM_001037442.2	NM_001037442
0	NA	RUFY4	NM_198483.3	NM_198483
0	NA	RUNDC1	NM_173079.2	NM_173079
0	NA	RUNDC3A	NM_001144825.1	NM_001144825
0	NA	RUNDC3B	NM_138290.2	NM_138290
0	NA	RUNX1T1	NM_001198679.1	NM_001198679
0	NA	RUNX2	NM_001024630.3	NM_001024630
0	NA	RUNX3	NM_004350.2	NM_004350
0	NA	RUSC1	NM_001105203.1	NM_001105203
0	NA	RUSC1-AS1	NM_001039517	NM_001039517
0	NA	RUSC2	NM_014806.2	NM_014806
0	NA	RUVBL1	NM_003707.2	NM_003707
0	NA	RUVBL2	NM_006666.1	NM_006666
0	NA	RWDD1	NM_015952.2	NM_015952
0	NA	RWDD2A	NM_033411.3	NM_033411
0	NA	RWDD2B	NM_016940.2	NM_016940
0	NA	RWDD3	NM_015485.4	NM_015485
0	NA	RWDD4	NM_152682.2	NM_152682
0	NA	RXFP1	NM_021634.3	NM_021634
0	NA	RXFP2	NM_130806.3	NM_130806
0	NA	RXFP3	NM_016568.3	NM_016568
0	NA	RXFP4	NM_181885.2	NM_181885
0	NA	RXRB	NM_021976.4	NM_021976
0	NA	RXRG	NM_006917.4	NM_006917
0	NA	RYK	NM_001005861.2	NM_001005861
0	NA	RYR1	NM_000540.2	NM_000540
0	NA	RYR2	NM_001035.2	NM_001035
0	NA	RYR3	NM_001036.3	NM_001036
0	NA	S100A1	NM_006271.1	NM_006271
0	NA	S100A10	NM_002966.2	NM_002966
0	NA	S100A11	NM_005620.1	NM_005620
0	NA	S100A12	NM_005621.1	NM_005621
0	NA	S100A13	NM_001024211	NM_001024211
0	NA	S100A14	NM_020672.2	NM_020672
0	NA	S100A16	NM_080388.1	NM_080388
0	NA	S100A2	NM_005978.3	NM_005978
0	NA	S100A3	NM_002960.1	NM_002960
0	NA	S100A4	NM_002961.2	NM_002961
0	NA	S100A5	NM_002962.1	NM_002962
0	NA	S100A6	NM_014624.3	NM_014624
0	NA	S100A7	NM_002963.3	NM_002963
0	NA	S100A7A	NM_176823.3	NM_176823
0	NA	S100A7L2	NM_001045479.1	NM_001045479
0	NA	S100A8	NM_002964.4	NM_002964
0	NA	S100A9	NM_002965.3	NM_002965
0	NA	S100B	NM_006272.2	NM_006272
0	NA	S100G	NM_004057.2	NM_004057
0	NA	S100P	NM_005980.2	NM_005980
0	NA	S100PBP	NM_022753.3	NM_022753
0	NA	S100Z	NM_130772.3	NM_130772
0	NA	S1PR1	NM_001400.4	NM_001400
0	NA	S1PR2	NM_004230.3	NM_004230
0	NA	S1PR3	NM_005226.3	NM_005226
0	NA	S1PR4	NM_003775.3	NM_003775
0	NA	S1PR5	NM_001166215.1	NM_001166215
0	NA	SAA1	NM_199161.3	NM_199161
0	NA	SAA2-SAA4	NM_001199744	NM_001199744
0	NA	SAAL1	NM_138421.2	NM_138421
0	NA	SAC3D1	NM_013299.3	NM_013299
0	NA	SACM1L	NM_014016.3	NM_014016
0	NA	SACS	NM_014363.5	NM_014363
0	NA	SAE1	NM_005500.2	NM_005500
0	NA	SAFB	NM_001201338.1	NM_001201338
0	NA	SAFB2	NM_014649.2	NM_014649
0	NA	SAG	NM_000541.4	NM_000541
0	NA	SAGE1	NM_018666.2	NM_018666
0	NA	SALL1	NM_002968.2	NM_002968
0	NA	SALL2	NM_005407.1	NM_005407
0	NA	SALL3	NM_171999.3	NM_171999
0	NA	SALL4	NM_020436.3	NM_020436
0	NA	SAMD1	NM_138352.1	NM_138352
0	NA	SAMD10	NM_080621.4	NM_080621
0	NA	SAMD11	NM_152486.2	NM_152486
0	NA	SAMD12	NM_207506.2	NM_207506
0	NA	SAMD13	NM_001010971.2	NM_001010971
0	NA	SAMD14	NM_174920.3	NM_174920
0	NA	SAMD15	NM_001010860.1	NM_001010860
0	NA	SAMD3	NM_001017373.3	NM_001017373
0	NA	SAMD4A	NM_015589.5	NM_015589
0	NA	SAMD4B	NM_018028.2	NM_018028
0	NA	SAMD5	NM_001030060.2	NM_001030060
0	NA	SAMD7	NM_182610.2	NM_182610
0	NA	SAMD8	NM_001174156.1	NM_001174156
0	NA	SAMD9	NM_001193307.1	NM_001193307
0	NA	SAMD9L	NM_152703.2	NM_152703
0	NA	SAMHD1	NM_015474.3	NM_015474
0	NA	SAMM50	NM_015380.4	NM_015380
0	NA	SAMSN1	NM_022136.4	NM_022136
0	NA	SAP130	NM_001145928.1	NM_001145928
0	NA	SAP18	NM_005870.4	NM_005870
0	NA	SAP25	NM_001168682.1	NM_001168682
0	NA	SAP30	NM_003864.3	NM_003864
0	NA	SAP30BP	NM_013260.6	NM_013260
0	NA	SAP30L	NM_024632.5	NM_024632
0	NA	SAPCD1	NM_001039651.1	NM_001039651
0	NA	SAR1A	NM_020150.4	NM_020150
0	NA	SAR1B	NM_016103.3	NM_016103
0	NA	SARDH	NM_001134707.1	NM_001134707
0	NA	SARM1	NM_015077.3	NM_015077
0	NA	SARS	NM_006513.3	NM_006513
0	NA	SARS2	NM_017827.3	NM_017827
0	NA	SART1	NM_005146.4	NM_005146
0	NA	SART3	NM_014706.3	NM_014706
0	NA	SASH1	NM_015278.3	NM_015278
0	NA	SASH3	NM_018990.3	NM_018990
0	NA	SASS6	NM_194292.1	NM_194292
0	NA	SAT1	NM_002970.2	NM_002970
0	NA	SAT2	NM_133491.3	NM_133491
0	NA	SATB1	NM_001131010.2	NM_001131010
0	NA	SATB2	NM_001172517.1	NM_001172517
0	NA	SATL1	NM_001012980.2	NM_001012980
0	NA	SAV1	NM_021818.3	NM_021818
0	NA	SAYSD1	NM_018322.1	NM_018322
0	NA	SBDS	NM_016038.2	NM_016038
0	NA	SBF1	NM_002972.2	NM_002972
0	NA	SBF2	NM_030962.3	NM_030962
0	NA	SBK1	NM_001024401.2	NM_001024401
0	NA	SBK2	NM_001101401.2	NM_001101401
0	NA	SBNO1	NM_001167856.1	NM_001167856
0	NA	SBNO2	NM_014963.2	NM_014963
0	NA	SBSN	NM_001166034.1	NM_001166034
0	NA	SC5DL	NM_006918.4	NM_006918
0	NA	SCAF1	NM_021228.2	NM_021228
0	NA	SCAF11	NM_004719.2	NM_004719
0	NA	SCAF4	NM_020706.2	NM_020706
0	NA	SCAF8	NM_014892.3	NM_014892
0	NA	SCAI	NM_173690.4	NM_173690
0	NA	SCAMP1	NM_004866.4	NM_004866
0	NA	SCAMP2	NM_005697.3	NM_005697
0	NA	SCAMP3	NM_005698.3	NM_005698
0	NA	SCAMP4	NM_079834.2	NM_079834
0	NA	SCAMP5	NM_138967.3	NM_138967
0	NA	SCAND1	NM_033630.2	NM_033630
0	NA	SCAND3	NM_052923.1	NM_052923
0	NA	SCAP	NM_012235.2	NM_012235
0	NA	SCAPER	NM_020843.2	NM_020843
0	NA	SCARA3	NM_016240.2	NM_016240
0	NA	SCARA5	NM_173833.5	NM_173833
0	NA	SCARB1	NM_005505.4	NM_005505
0	NA	SCARB2	NM_005506.3	NM_005506
0	NA	SCARF1	NM_003693.3	NM_003693
0	NA	SCARF2	NM_182895.2	NM_182895
0	NA	SCCPDH	NM_016002.2	NM_016002
0	NA	SCD	NM_005063.4	NM_005063
0	NA	SCD5	NM_001037582.2	NM_001037582
0	NA	SCEL	NM_144777.2	NM_144777
0	NA	SCFD1	NM_016106.3	NM_016106
0	NA	SCFD2	NM_152540.3	NM_152540
0	NA	SCG2	NM_003469.4	NM_003469
0	NA	SCG3	NM_013243.3	NM_013243
0	NA	SCG5	NM_001144757.1	NM_001144757
0	NA	SCGB1A1	NM_003357.4	NM_003357
0	NA	SCGB1C1	NM_145651.2	NM_145651
0	NA	SCGB1D1	NM_006552.1	NM_006552
0	NA	SCGB1D2	NM_006551.3	NM_006551
0	NA	SCGB1D4	NM_206998.1	NM_206998
0	NA	SCGB2A1	NM_002407.2	NM_002407
0	NA	SCGB2A2	NM_002411.2	NM_002411
0	NA	SCGB2B2	NM_001025591.2	NM_001025591
0	NA	SCGB3A1	NM_052863.2	NM_052863
0	NA	SCGB3A2	NM_054023.4	NM_054023
0	NA	SCGN	NM_006998.3	NM_006998
0	NA	SCIMP	NM_207103.3	NM_207103
0	NA	SCIN	NM_001112706.2	NM_001112706
0	NA	SCLT1	NM_144643.2	NM_144643
0	NA	SCLY	NM_016510.5	NM_016510
0	NA	SCMH1	NM_001172219.1	NM_001172219
0	NA	SCML1	NM_001037540.1	NM_001037540
0	NA	SCML2	NM_006089.2	NM_006089
0	NA	SCML4	NM_198081.3	NM_198081
0	NA	SCN10A	NM_006514.2	NM_006514
0	NA	SCN11A	NM_014139.2	NM_014139
0	NA	SCN1A	NM_006920.4	NM_006920
0	NA	SCN1B	NM_199037.3	NM_199037
0	NA	SCN2A	NM_001040143.1	NM_001040143
0	NA	SCN2B	NM_004588.4	NM_004588
0	NA	SCN3A	NM_006922.3	NM_006922
0	NA	SCN3B	NM_018400.3	NM_018400
0	NA	SCN4A	NM_000334.4	NM_000334
0	NA	SCN4B	NM_174934.3	NM_174934
0	NA	SCN5A	NM_001160161.1	NM_001160161
0	NA	SCN7A	NM_002976.3	NM_002976
0	NA	SCN8A	NM_014191.3	NM_014191
0	NA	SCN9A	NM_002977.3	NM_002977
0	NA	SCNM1	NM_024041.3	NM_024041
0	NA	SCNN1A	NM_001159576.1	NM_001159576
0	NA	SCNN1B	NM_000336.2	NM_000336
0	NA	SCNN1D	NM_001130413.3	NM_001130413
0	NA	SCNN1G	NM_001039.3	NM_001039
0	NA	SCO1	NM_004589.2	NM_004589
0	NA	SCO2	NM_001169111.1	NM_001169111
0	NA	SCOC	NM_001153446.1	NM_001153446
0	NA	SCP2	NM_002979.4	NM_002979
0	NA	SCPEP1	NM_021626.2	NM_021626
0	NA	SCRG1	NM_007281.2	NM_007281
0	NA	SCRIB	NM_182706.4	NM_182706
0	NA	SCRN1	NM_001145514.1	NM_001145514
0	NA	SCRN2	NM_138355.3	NM_138355
0	NA	SCRN3	NM_024583.4	NM_024583
0	NA	SCRT1	NM_031309.5	NM_031309
0	NA	SCRT2	NM_033129.3	NM_033129
0	NA	SCT	NM_021920.2	NM_021920
0	NA	SCTR	NM_002980.2	NM_002980
0	NA	SCUBE1	NM_173050.3	NM_173050
0	NA	SCUBE2	NM_020974.2	NM_020974
0	NA	SCUBE3	NM_152753.2	NM_152753
0	NA	SCXB	NM_001080514.1	NM_001080514
0	NA	SCYL1	NM_020680.3	NM_020680
0	NA	SCYL2	NM_017988.4	NM_017988
